NAICS_TITLE,OCC_TITLE,TOT_EMP,A_MEAN,year
General Medical and Surgical Hospitals,"Personal Care and Service Workers, All Other",1340,28410,2017-05-01
General Medical and Surgical Hospitals,Sales and Related Occupations,9930,33850,2017-05-01
General Medical and Surgical Hospitals,Supervisors of Sales Workers,1060,50230,2017-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Sales Workers,1060,50230,2017-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Retail Sales Workers,1020,49530,2017-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Non-Retail Sales Workers,40,70050,2017-05-01
General Medical and Surgical Hospitals,Retail Sales Workers,7660,28100,2017-05-01
General Medical and Surgical Hospitals,Cashiers,6400,27990,2017-05-01
General Medical and Surgical Hospitals,Retail Salespersons,1250,28630,2017-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Services",970,55450,2017-05-01
General Medical and Surgical Hospitals,"Miscellaneous Sales Representatives, Services",830,58530,2017-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Services, All Other",830,58530,2017-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Wholesale and Manufacturing",110,62410,2017-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",40,91030,2017-05-01
General Medical and Surgical Hospitals,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",70,45040,2017-05-01
General Medical and Surgical Hospitals,Other Sales and Related Workers,140,52860,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Sales and Related Workers,120,47270,2017-05-01
General Medical and Surgical Hospitals,"Sales and Related Workers, All Other",120,47270,2017-05-01
General Medical and Surgical Hospitals,Office and Administrative Support Occupations,573280,38660,2017-05-01
General Medical and Surgical Hospitals,Supervisors of Office and Administrative Support Workers,36480,63240,2017-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Office and Administrative Support Workers,36480,63240,2017-05-01
General Medical and Surgical Hospitals,Communications Equipment Operators,14510,31630,2017-05-01
General Medical and Surgical Hospitals,"Switchboard Operators, Including Answering Service",13090,31110,2017-05-01
General Medical and Surgical Hospitals,Telephone Operators,1240,36350,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Communications Equipment Operators,170,37400,2017-05-01
General Medical and Surgical Hospitals,"Communications Equipment Operators, All Other",170,37400,2017-05-01
General Medical and Surgical Hospitals,Financial Clerks,60770,39670,2017-05-01
General Medical and Surgical Hospitals,Bill and Account Collectors,6940,37760,2017-05-01
General Medical and Surgical Hospitals,Billing and Posting Clerks,31570,38730,2017-05-01
General Medical and Surgical Hospitals,"Bookkeeping, Accounting, and Auditing Clerks",16220,41440,2017-05-01
General Medical and Surgical Hospitals,Payroll and Timekeeping Clerks,2690,45490,2017-05-01
General Medical and Surgical Hospitals,Procurement Clerks,2710,39280,2017-05-01
General Medical and Surgical Hospitals,Tellers,40,31750,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Financial Clerks,610,39800,2017-05-01
General Medical and Surgical Hospitals,"Financial Clerks, All Other",610,39800,2017-05-01
General Medical and Surgical Hospitals,Information and Record Clerks,161510,34820,2017-05-01
General Medical and Surgical Hospitals,Brokerage Clerks,NA,40420,2017-05-01
General Medical and Surgical Hospitals,Correspondence Clerks,420,38530,2017-05-01
General Medical and Surgical Hospitals,"Credit Authorizers, Checkers, and Clerks",470,40100,2017-05-01
General Medical and Surgical Hospitals,Customer Service Representatives,46170,35970,2017-05-01
General Medical and Surgical Hospitals,"Eligibility Interviewers, Government Programs",700,44150,2017-05-01
General Medical and Surgical Hospitals,File Clerks,6090,32540,2017-05-01
General Medical and Surgical Hospitals,"Hotel, Motel, and Resort Desk Clerks",30,30880,2017-05-01
General Medical and Surgical Hospitals,"Interviewers, Except Eligibility and Loan",62060,34830,2017-05-01
General Medical and Surgical Hospitals,"Library Assistants, Clerical",130,33110,2017-05-01
General Medical and Surgical Hospitals,New Accounts Clerks,60,34860,2017-05-01
General Medical and Surgical Hospitals,Order Clerks,170,34700,2017-05-01
General Medical and Surgical Hospitals,"Human Resources Assistants, Except Payroll and Timekeeping",4340,41090,2017-05-01
General Medical and Surgical Hospitals,Receptionists and Information Clerks,34910,32050,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Information and Record Clerks,5910,38090,2017-05-01
General Medical and Surgical Hospitals,"Information and Record Clerks, All Other",5910,38090,2017-05-01
General Medical and Surgical Hospitals,"Material Recording, Scheduling, Dispatching, and Distributing Workers",40170,34750,2017-05-01
General Medical and Surgical Hospitals,Couriers and Messengers,4930,29420,2017-05-01
General Medical and Surgical Hospitals,Dispatchers,3080,37170,2017-05-01
General Medical and Surgical Hospitals,"Police, Fire, and Ambulance Dispatchers",1780,37820,2017-05-01
General Medical and Surgical Hospitals,"Dispatchers, Except Police, Fire, and Ambulance",1300,36290,2017-05-01
General Medical and Surgical Hospitals,"Production, Planning, and Expediting Clerks",7060,41440,2017-05-01
General Medical and Surgical Hospitals,"Shipping, Receiving, and Traffic Clerks",3020,35590,2017-05-01
General Medical and Surgical Hospitals,Stock Clerks and Order Fillers,21930,33340,2017-05-01
General Medical and Surgical Hospitals,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",140,35910,2017-05-01
General Medical and Surgical Hospitals,Secretaries and Administrative Assistants,192260,38980,2017-05-01
General Medical and Surgical Hospitals,Executive Secretaries and Executive Administrative Assistants,17950,55550,2017-05-01
General Medical and Surgical Hospitals,Legal Secretaries,130,46790,2017-05-01
General Medical and Surgical Hospitals,Medical Secretaries,123930,36290,2017-05-01
General Medical and Surgical Hospitals,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",50250,39680,2017-05-01
General Medical and Surgical Hospitals,Other Office and Administrative Support Workers,67580,36560,2017-05-01
General Medical and Surgical Hospitals,Computer Operators,860,44180,2017-05-01
General Medical and Surgical Hospitals,Data Entry and Information Processing Workers,3090,35830,2017-05-01
General Medical and Surgical Hospitals,Data Entry Keyers,2530,34770,2017-05-01
General Medical and Surgical Hospitals,Word Processors and Typists,560,40610,2017-05-01
General Medical and Surgical Hospitals,Desktop Publishers,50,56410,2017-05-01
General Medical and Surgical Hospitals,Insurance Claims and Policy Processing Clerks,2220,38750,2017-05-01
General Medical and Surgical Hospitals,"Mail Clerks and Mail Machine Operators, Except Postal Service",1120,32350,2017-05-01
General Medical and Surgical Hospitals,"Office Clerks, General",51900,35820,2017-05-01
General Medical and Surgical Hospitals,"Office Machine Operators, Except Computer",1120,33470,2017-05-01
General Medical and Surgical Hospitals,Proofreaders and Copy Markers,NA,45400,2017-05-01
General Medical and Surgical Hospitals,Statistical Assistants,810,46700,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Office and Administrative Support Workers,6370,40940,2017-05-01
General Medical and Surgical Hospitals,"Office and Administrative Support Workers, All Other",6370,40940,2017-05-01
General Medical and Surgical Hospitals,Construction and Extraction Occupations,9900,57600,2017-05-01
General Medical and Surgical Hospitals,Supervisors of Construction and Extraction Workers,500,76480,2017-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Construction Trades and Extraction Workers,500,76480,2017-05-01
General Medical and Surgical Hospitals,Construction Trades Workers,9110,57160,2017-05-01
General Medical and Surgical Hospitals,Boilermakers,100,60570,2017-05-01
General Medical and Surgical Hospitals,Carpenters,2120,56030,2017-05-01
General Medical and Surgical Hospitals,Construction Laborers,160,52170,2017-05-01
General Medical and Surgical Hospitals,Construction Equipment Operators,70,62700,2017-05-01
General Medical and Surgical Hospitals,Operating Engineers and Other Construction Equipment Operators,70,62700,2017-05-01
General Medical and Surgical Hospitals,"Drywall Installers, Ceiling Tile Installers, and Tapers",30,47450,2017-05-01
General Medical and Surgical Hospitals,Drywall and Ceiling Tile Installers,30,47450,2017-05-01
General Medical and Surgical Hospitals,Electricians,2930,61470,2017-05-01
General Medical and Surgical Hospitals,Painters and Paperhangers,1970,49280,2017-05-01
General Medical and Surgical Hospitals,"Painters, Construction and Maintenance",1970,49260,2017-05-01
General Medical and Surgical Hospitals,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",1620,60460,2017-05-01
General Medical and Surgical Hospitals,"Plumbers, Pipefitters, and Steamfitters",1620,60460,2017-05-01
General Medical and Surgical Hospitals,Plasterers and Stucco Masons,30,67070,2017-05-01
General Medical and Surgical Hospitals,Sheet Metal Workers,30,65790,2017-05-01
General Medical and Surgical Hospitals,"Helpers, Construction Trades",40,43640,2017-05-01
General Medical and Surgical Hospitals,Other Construction and Related Workers,250,38530,2017-05-01
General Medical and Surgical Hospitals,Hazardous Materials Removal Workers,220,38050,2017-05-01
General Medical and Surgical Hospitals,"Installation, Maintenance, and Repair Occupations",40430,50500,2017-05-01
General Medical and Surgical Hospitals,"Supervisors of Installation, Maintenance, and Repair Workers",3720,70310,2017-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Mechanics, Installers, and Repairers",3720,70310,2017-05-01
General Medical and Surgical Hospitals,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",630,55230,2017-05-01
General Medical and Surgical Hospitals,"Computer, Automated Teller, and Office Machine Repairers",110,43830,2017-05-01
General Medical and Surgical Hospitals,Radio and Telecommunications Equipment Installers and Repairers,310,58410,2017-05-01
General Medical and Surgical Hospitals,"Telecommunications Equipment Installers and Repairers, Except Line Installers",300,58350,2017-05-01
General Medical and Surgical Hospitals,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",210,56580,2017-05-01
General Medical and Surgical Hospitals,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",130,55370,2017-05-01
General Medical and Surgical Hospitals,Security and Fire Alarm Systems Installers,70,59560,2017-05-01
General Medical and Surgical Hospitals,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",340,50540,2017-05-01
General Medical and Surgical Hospitals,Aircraft Mechanics and Service Technicians,50,70190,2017-05-01
General Medical and Surgical Hospitals,Automotive Technicians and Repairers,250,47890,2017-05-01
General Medical and Surgical Hospitals,Automotive Service Technicians and Mechanics,250,47890,2017-05-01
General Medical and Surgical Hospitals,Bus and Truck Mechanics and Diesel Engine Specialists,40,45210,2017-05-01
General Medical and Surgical Hospitals,"Other Installation, Maintenance, and Repair Occupations",35730,48360,2017-05-01
General Medical and Surgical Hospitals,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2920,57520,2017-05-01
General Medical and Surgical Hospitals,"Industrial Machinery Installation, Repair, and Maintenance Workers",350,NA,2017-05-01
General Medical and Surgical Hospitals,Industrial Machinery Mechanics,220,50820,2017-05-01
General Medical and Surgical Hospitals,"Maintenance Workers, Machinery",130,48230,2017-05-01
General Medical and Surgical Hospitals,Line Installers and Repairers,40,53120,2017-05-01
General Medical and Surgical Hospitals,Telecommunications Line Installers and Repairers,30,53250,2017-05-01
General Medical and Surgical Hospitals,Precision Instrument and Equipment Repairers,6030,56580,2017-05-01
General Medical and Surgical Hospitals,Camera and Photographic Equipment Repairers,60,45400,2017-05-01
General Medical and Surgical Hospitals,Medical Equipment Repairers,5960,56690,2017-05-01
General Medical and Surgical Hospitals,"Maintenance and Repair Workers, General",25750,45440,2017-05-01
General Medical and Surgical Hospitals,"Miscellaneous Installation, Maintenance, and Repair Workers",630,45230,2017-05-01
General Medical and Surgical Hospitals,"Coin, Vending, and Amusement Machine Servicers and Repairers",NA,27470,2017-05-01
General Medical and Surgical Hospitals,Locksmiths and Safe Repairers,270,54150,2017-05-01
General Medical and Surgical Hospitals,"Helpers--Installation, Maintenance, and Repair Workers",220,36550,2017-05-01
General Medical and Surgical Hospitals,"Installation, Maintenance, and Repair Workers, All Other",100,47910,2017-05-01
General Medical and Surgical Hospitals,Production Occupations,13010,43460,2017-05-01
General Medical and Surgical Hospitals,Supervisors of Production Workers,600,65580,2017-05-01
General Medical and Surgical Hospitals,First-Line Supervisors of Production and Operating Workers,600,65580,2017-05-01
General Medical and Surgical Hospitals,Food Processing Workers,240,33040,2017-05-01
General Medical and Surgical Hospitals,Bakers,230,33450,2017-05-01
General Medical and Surgical Hospitals,Metal Workers and Plastic Workers,50,52150,2017-05-01
General Medical and Surgical Hospitals,Printing Workers,290,39620,2017-05-01
General Medical and Surgical Hospitals,Prepress Technicians and Workers,70,39480,2017-05-01
General Medical and Surgical Hospitals,Printing Press Operators,200,39920,2017-05-01
General Medical and Surgical Hospitals,"Textile, Apparel, and Furnishings Workers",6470,28010,2017-05-01
General Medical and Surgical Hospitals,Laundry and Dry-Cleaning Workers,6430,27980,2017-05-01
General Medical and Surgical Hospitals,Woodworkers,30,51130,2017-05-01
General Medical and Surgical Hospitals,Cabinetmakers and Bench Carpenters,30,51250,2017-05-01
General Medical and Surgical Hospitals,Plant and System Operators,4550,63580,2017-05-01
General Medical and Surgical Hospitals,"Power Plant Operators, Distributors, and Dispatchers",380,65990,2017-05-01
General Medical and Surgical Hospitals,Power Plant Operators,360,67440,2017-05-01
General Medical and Surgical Hospitals,Stationary Engineers and Boiler Operators,4060,63550,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Plant and System Operators,80,55500,2017-05-01
General Medical and Surgical Hospitals,"Plant and System Operators, All Other",80,55500,2017-05-01
General Medical and Surgical Hospitals,Other Production Occupations,750,41050,2017-05-01
General Medical and Surgical Hospitals,"Inspectors, Testers, Sorters, Samplers, and Weighers",NA,38500,2017-05-01
General Medical and Surgical Hospitals,"Medical, Dental, and Ophthalmic Laboratory Technicians",540,42130,2017-05-01
General Medical and Surgical Hospitals,Medical Appliance Technicians,490,41550,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Production Workers,60,34660,2017-05-01
General Medical and Surgical Hospitals,"Production Workers, All Other",NA,35740,2017-05-01
General Medical and Surgical Hospitals,Transportation and Material Moving Occupations,10640,33280,2017-05-01
General Medical and Surgical Hospitals,Supervisors of Transportation and Material Moving Workers,570,53740,2017-05-01
General Medical and Surgical Hospitals,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",570,53740,2017-05-01
General Medical and Surgical Hospitals,Air Transportation Workers,170,82950,2017-05-01
General Medical and Surgical Hospitals,Aircraft Pilots and Flight Engineers,170,84340,2017-05-01
General Medical and Surgical Hospitals,Commercial Pilots,160,84490,2017-05-01
General Medical and Surgical Hospitals,Motor Vehicle Operators,5090,31540,2017-05-01
General Medical and Surgical Hospitals,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1000,28930,2017-05-01
General Medical and Surgical Hospitals,Bus Drivers,380,32870,2017-05-01
General Medical and Surgical Hospitals,"Bus Drivers, Transit and Intercity",60,30680,2017-05-01
General Medical and Surgical Hospitals,"Bus Drivers, School or Special Client",320,33270,2017-05-01
General Medical and Surgical Hospitals,Driver/Sales Workers and Truck Drivers,940,33990,2017-05-01
General Medical and Surgical Hospitals,Heavy and Tractor-Trailer Truck Drivers,110,38650,2017-05-01
General Medical and Surgical Hospitals,Light Truck or Delivery Services Drivers,820,33430,2017-05-01
General Medical and Surgical Hospitals,Taxi Drivers and Chauffeurs,2580,31170,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Motor Vehicle Operators,190,35680,2017-05-01
General Medical and Surgical Hospitals,"Motor Vehicle Operators, All Other",190,35680,2017-05-01
General Medical and Surgical Hospitals,Other Transportation Workers,2080,27960,2017-05-01
General Medical and Surgical Hospitals,Parking Lot Attendants,2000,27920,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Transportation Workers,60,28870,2017-05-01
General Medical and Surgical Hospitals,"Transportation Workers, All Other",60,28870,2017-05-01
General Medical and Surgical Hospitals,Material Moving Workers,2730,33190,2017-05-01
General Medical and Surgical Hospitals,Industrial Truck and Tractor Operators,60,38260,2017-05-01
General Medical and Surgical Hospitals,"Laborers and Material Movers, Hand",2580,32910,2017-05-01
General Medical and Surgical Hospitals,"Laborers and Freight, Stock, and Material Movers, Hand",2550,33010,2017-05-01
General Medical and Surgical Hospitals,Refuse and Recyclable Material Collectors,50,37540,2017-05-01
General Medical and Surgical Hospitals,Miscellaneous Material Moving Workers,40,38930,2017-05-01
General Medical and Surgical Hospitals,"Material Moving Workers, All Other",40,38930,2017-05-01
General Medical and Surgical Hospitals,Counter and Rental Clerks and Parts Salespersons,30,24010,2017-05-01
General Medical and Surgical Hospitals,Counter and Rental Clerks,30,24010,2017-05-01
Specialty (except Psychiatric and Substance Abuse) Hospitals,"Special Education Teachers, Secondary School",NA,53640,2017-05-01
Specialty (except Psychiatric and Substance Abuse) Hospitals,"Special Education Teachers, All Other",NA,62360,2017-05-01
General Medical and Surgical Hospitals,Industry Total,4554620,62930,2016-05-01
General Medical and Surgical Hospitals,Management Occupations,160210,121220,2016-05-01
General Medical and Surgical Hospitals,Top Executives,13310,164070,2016-05-01
General Medical and Surgical Hospitals,Chief Executives,3450,232620,2016-05-01
General Medical and Surgical Hospitals,General and Operations Managers,9860,140120,2016-05-01
General Medical and Surgical Hospitals,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",3390,128030,2016-05-01
General Medical and Surgical Hospitals,Advertising and Promotions Managers,40,96040,2016-05-01
General Medical and Surgical Hospitals,Marketing and Sales Managers,1630,128820,2016-05-01
General Medical and Surgical Hospitals,Marketing Managers,1500,128670,2016-05-01
General Medical and Surgical Hospitals,Sales Managers,130,130530,2016-05-01
General Medical and Surgical Hospitals,Public Relations and Fundraising Managers,1720,128010,2016-05-01
General Medical and Surgical Hospitals,Operations Specialties Managers,30490,121170,2016-05-01
General Medical and Surgical Hospitals,Administrative Services Managers,10530,105910,2016-05-01
General Medical and Surgical Hospitals,Computer and Information Systems Managers,5280,130470,2016-05-01
General Medical and Surgical Hospitals,Financial Managers,7680,139970,2016-05-01
General Medical and Surgical Hospitals,Industrial Production Managers,230,104990,2016-05-01
General Medical and Surgical Hospitals,Purchasing Managers,1110,108870,2016-05-01
General Medical and Surgical Hospitals,"Transportation, Storage, and Distribution Managers",300,98260,2016-05-01
General Medical and Surgical Hospitals,Compensation and Benefits Managers,610,121600,2016-05-01
General Medical and Surgical Hospitals,Human Resources Managers,3510,119440,2016-05-01
General Medical and Surgical Hospitals,Training and Development Managers,1240,118850,2016-05-01
General Medical and Surgical Hospitals,Other Management Occupations,113010,115980,2016-05-01
General Medical and Surgical Hospitals,Construction Managers,480,112670,2016-05-01
General Medical and Surgical Hospitals,Education Administrators,990,116710,2016-05-01
General Medical and Surgical Hospitals,"Education Administrators, Preschool and Childcare Center/Program",130,59640,2016-05-01
General Medical and Surgical Hospitals,"Education Administrators, Postsecondary",350,135950,2016-05-01
General Medical and Surgical Hospitals,"Education Administrators, All Other",510,118280,2016-05-01
General Medical and Surgical Hospitals,Architectural and Engineering Managers,250,128210,2016-05-01
General Medical and Surgical Hospitals,Food Service Managers,1340,76970,2016-05-01
General Medical and Surgical Hospitals,Lodging Managers,120,83190,2016-05-01
General Medical and Surgical Hospitals,Medical and Health Services Managers,96220,118420,2016-05-01
General Medical and Surgical Hospitals,Natural Sciences Managers,990,86060,2016-05-01
General Medical and Surgical Hospitals,"Property, Real Estate, and Community Association Managers",240,103070,2016-05-01
General Medical and Surgical Hospitals,Social and Community Service Managers,2690,87980,2016-05-01
General Medical and Surgical Hospitals,Emergency Management Directors,610,86380,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Managers,9090,110010,2016-05-01
General Medical and Surgical Hospitals,"Managers, All Other",9090,110010,2016-05-01
General Medical and Surgical Hospitals,Business and Financial Operations Occupations,93340,65680,2016-05-01
General Medical and Surgical Hospitals,Business Operations Specialists,70270,65830,2016-05-01
General Medical and Surgical Hospitals,Buyers and Purchasing Agents,7140,54810,2016-05-01
General Medical and Surgical Hospitals,"Wholesale and Retail Buyers, Except Farm Products",450,52300,2016-05-01
General Medical and Surgical Hospitals,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",6660,54960,2016-05-01
General Medical and Surgical Hospitals,"Claims Adjusters, Appraisers, Examiners, and Investigators",210,59740,2016-05-01
General Medical and Surgical Hospitals,"Claims Adjusters, Examiners, and Investigators",210,59740,2016-05-01
General Medical and Surgical Hospitals,Compliance Officers,5130,71010,2016-05-01
General Medical and Surgical Hospitals,Cost Estimators,100,73660,2016-05-01
General Medical and Surgical Hospitals,Human Resources Workers,13840,61100,2016-05-01
General Medical and Surgical Hospitals,Human Resources Specialists,13390,60670,2016-05-01
General Medical and Surgical Hospitals,Labor Relations Specialists,440,74160,2016-05-01
General Medical and Surgical Hospitals,Logisticians,520,66740,2016-05-01
General Medical and Surgical Hospitals,Management Analysts,6300,77830,2016-05-01
General Medical and Surgical Hospitals,"Meeting, Convention, and Event Planners",520,55950,2016-05-01
General Medical and Surgical Hospitals,Fundraisers,1670,65390,2016-05-01
General Medical and Surgical Hospitals,"Compensation, Benefits, and Job Analysis Specialists",2550,64190,2016-05-01
General Medical and Surgical Hospitals,Training and Development Specialists,8340,67960,2016-05-01
General Medical and Surgical Hospitals,Market Research Analysts and Marketing Specialists,3100,65420,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Business Operations Specialists,20850,67530,2016-05-01
General Medical and Surgical Hospitals,"Business Operations Specialists, All Other",20850,67530,2016-05-01
General Medical and Surgical Hospitals,Financial Specialists,23070,65240,2016-05-01
General Medical and Surgical Hospitals,Accountants and Auditors,12160,67640,2016-05-01
General Medical and Surgical Hospitals,Budget Analysts,1150,70810,2016-05-01
General Medical and Surgical Hospitals,Credit Analysts,120,71380,2016-05-01
General Medical and Surgical Hospitals,Financial Analysts and Advisors,4450,69800,2016-05-01
General Medical and Surgical Hospitals,Financial Analysts,4110,70900,2016-05-01
General Medical and Surgical Hospitals,Personal Financial Advisors,330,55810,2016-05-01
General Medical and Surgical Hospitals,Financial Examiners,60,56500,2016-05-01
General Medical and Surgical Hospitals,Credit Counselors and Loan Officers,2090,43820,2016-05-01
General Medical and Surgical Hospitals,Credit Counselors,2070,43830,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Financial Specialists,3040,61570,2016-05-01
General Medical and Surgical Hospitals,"Financial Specialists, All Other",3040,61570,2016-05-01
General Medical and Surgical Hospitals,Computer and Mathematical Occupations,58460,73940,2016-05-01
General Medical and Surgical Hospitals,Computer Occupations,54110,73970,2016-05-01
General Medical and Surgical Hospitals,Computer and Information Analysts,16490,80860,2016-05-01
General Medical and Surgical Hospitals,Computer Systems Analysts,14910,80800,2016-05-01
General Medical and Surgical Hospitals,Information Security Analysts,1570,81380,2016-05-01
General Medical and Surgical Hospitals,Software Developers and Programmers,8600,83500,2016-05-01
General Medical and Surgical Hospitals,Computer Programmers,1440,79750,2016-05-01
General Medical and Surgical Hospitals,"Software Developers, Applications",4970,83880,2016-05-01
General Medical and Surgical Hospitals,"Software Developers, Systems Software",1430,89750,2016-05-01
General Medical and Surgical Hospitals,Web Developers,760,76360,2016-05-01
General Medical and Surgical Hospitals,Database and Systems Administrators and Network Architects,12650,79290,2016-05-01
General Medical and Surgical Hospitals,Database Administrators,2920,76560,2016-05-01
General Medical and Surgical Hospitals,Network and Computer Systems Administrators,7530,78300,2016-05-01
General Medical and Surgical Hospitals,Computer Network Architects,2190,86330,2016-05-01
General Medical and Surgical Hospitals,Computer Support Specialists,12970,53240,2016-05-01
General Medical and Surgical Hospitals,Computer User Support Specialists,9430,50570,2016-05-01
General Medical and Surgical Hospitals,Computer Network Support Specialists,3540,60370,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Computer Occupations,3400,75710,2016-05-01
General Medical and Surgical Hospitals,"Computer Occupations, All Other",3400,75710,2016-05-01
General Medical and Surgical Hospitals,Mathematical Science Occupations,4350,73530,2016-05-01
General Medical and Surgical Hospitals,Actuaries,60,91550,2016-05-01
General Medical and Surgical Hospitals,Operations Research Analysts,2570,67460,2016-05-01
General Medical and Surgical Hospitals,Statisticians,1710,82000,2016-05-01
General Medical and Surgical Hospitals,Architecture and Engineering Occupations,3620,75180,2016-05-01
General Medical and Surgical Hospitals,"Architects, Surveyors, and Cartographers",80,94210,2016-05-01
General Medical and Surgical Hospitals,"Architects, Except Naval",80,94210,2016-05-01
General Medical and Surgical Hospitals,"Architects, Except Landscape and Naval",80,95330,2016-05-01
General Medical and Surgical Hospitals,Engineers,2740,80300,2016-05-01
General Medical and Surgical Hospitals,Biomedical Engineers,1600,76630,2016-05-01
General Medical and Surgical Hospitals,Civil Engineers,100,92660,2016-05-01
General Medical and Surgical Hospitals,Electrical and Electronics Engineers,130,84810,2016-05-01
General Medical and Surgical Hospitals,Electrical Engineers,50,94020,2016-05-01
General Medical and Surgical Hospitals,"Electronics Engineers, Except Computer",80,78290,2016-05-01
General Medical and Surgical Hospitals,Environmental Engineers,30,75290,2016-05-01
General Medical and Surgical Hospitals,"Industrial Engineers, Including Health and Safety",180,87370,2016-05-01
General Medical and Surgical Hospitals,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",80,88860,2016-05-01
General Medical and Surgical Hospitals,Industrial Engineers,100,86150,2016-05-01
General Medical and Surgical Hospitals,Mechanical Engineers,300,76600,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Engineers,380,89980,2016-05-01
General Medical and Surgical Hospitals,"Engineers, All Other",380,89980,2016-05-01
General Medical and Surgical Hospitals,"Drafters, Engineering Technicians, and Mapping Technicians",790,55560,2016-05-01
General Medical and Surgical Hospitals,Drafters,60,49860,2016-05-01
General Medical and Surgical Hospitals,Architectural and Civil Drafters,40,50050,2016-05-01
General Medical and Surgical Hospitals,"Engineering Technicians, Except Drafters",730,56030,2016-05-01
General Medical and Surgical Hospitals,Electrical and Electronics Engineering Technicians,100,57960,2016-05-01
General Medical and Surgical Hospitals,Environmental Engineering Technicians,240,NA,2016-05-01
General Medical and Surgical Hospitals,Mechanical Engineering Technicians,60,63730,2016-05-01
General Medical and Surgical Hospitals,"Engineering Technicians, Except Drafters, All Other",310,57810,2016-05-01
General Medical and Surgical Hospitals,"Life, Physical, and Social Science Occupations",27460,80070,2016-05-01
General Medical and Surgical Hospitals,Life Scientists,14250,87690,2016-05-01
General Medical and Surgical Hospitals,Biological Scientists,790,86590,2016-05-01
General Medical and Surgical Hospitals,Biochemists and Biophysicists,160,115840,2016-05-01
General Medical and Surgical Hospitals,Microbiologists,450,75920,2016-05-01
General Medical and Surgical Hospitals,"Biological Scientists, All Other",180,86970,2016-05-01
General Medical and Surgical Hospitals,Medical Scientists,13150,88050,2016-05-01
General Medical and Surgical Hospitals,Epidemiologists,560,82830,2016-05-01
General Medical and Surgical Hospitals,"Medical Scientists, Except Epidemiologists",12580,88280,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Life Scientists,300,75970,2016-05-01
General Medical and Surgical Hospitals,"Life Scientists, All Other",300,75970,2016-05-01
General Medical and Surgical Hospitals,Physical Scientists,2040,127740,2016-05-01
General Medical and Surgical Hospitals,Astronomers and Physicists,1170,173990,2016-05-01
General Medical and Surgical Hospitals,Physicists,1170,173990,2016-05-01
General Medical and Surgical Hospitals,Chemists and Materials Scientists,60,84390,2016-05-01
General Medical and Surgical Hospitals,Chemists,60,84390,2016-05-01
General Medical and Surgical Hospitals,Environmental Scientists and Geoscientists,NA,64210,2016-05-01
General Medical and Surgical Hospitals,"Environmental Scientists and Specialists, Including Health",NA,64210,2016-05-01
General Medical and Surgical Hospitals,Social Scientists and Related Workers,4510,81340,2016-05-01
General Medical and Surgical Hospitals,Survey Researchers,40,50200,2016-05-01
General Medical and Surgical Hospitals,Psychologists,4320,82540,2016-05-01
General Medical and Surgical Hospitals,"Clinical, Counseling, and School Psychologists",3940,82330,2016-05-01
General Medical and Surgical Hospitals,"Psychologists, All Other",360,85330,2016-05-01
General Medical and Surgical Hospitals,Miscellaneous Social Scientists and Related Workers,140,51310,2016-05-01
