NAICS_TITLE,OCC_TITLE,TOT_EMP,A_MEAN,year
General Medical and Surgical Hospitals,"Sales representatives, services, all other",700,51540,2008-05-01
General Medical and Surgical Hospitals,"Sales representatives, wholesale and manufacturing, technical and scientific products",60,61220,2008-05-01
General Medical and Surgical Hospitals,Telemarketers,30,29080,2008-05-01
General Medical and Surgical Hospitals,"Sales and related workers, all other",720,51870,2008-05-01
General Medical and Surgical Hospitals,Office and administrative support occupations,758040,31930,2008-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of office and administrative support workers,41670,50170,2008-05-01
General Medical and Surgical Hospitals,"Switchboard operators, including answering service",22070,25500,2008-05-01
General Medical and Surgical Hospitals,Telephone operators,1550,31790,2008-05-01
General Medical and Surgical Hospitals,"Communications equipment operators, all other",NA,34400,2008-05-01
General Medical and Surgical Hospitals,Bill and account collectors,19920,31230,2008-05-01
General Medical and Surgical Hospitals,Billing and posting clerks and machine operators,43170,31800,2008-05-01
General Medical and Surgical Hospitals,"Bookkeeping, accounting, and auditing clerks",27610,33550,2008-05-01
General Medical and Surgical Hospitals,Payroll and timekeeping clerks,4510,36310,2008-05-01
General Medical and Surgical Hospitals,Procurement clerks,5230,33410,2008-05-01
General Medical and Surgical Hospitals,Tellers,130,26120,2008-05-01
General Medical and Surgical Hospitals,Correspondence clerks,410,31170,2008-05-01
General Medical and Surgical Hospitals,"Credit authorizers, checkers, and clerks",1880,36810,2008-05-01
General Medical and Surgical Hospitals,Customer service representatives,30460,31230,2008-05-01
General Medical and Surgical Hospitals,"Eligibility interviewers, government programs",730,36930,2008-05-01
General Medical and Surgical Hospitals,File clerks,20460,25620,2008-05-01
General Medical and Surgical Hospitals,"Hotel, motel, and resort desk clerks",40,27650,2008-05-01
General Medical and Surgical Hospitals,"Interviewers, except eligibility and loan",89550,29160,2008-05-01
General Medical and Surgical Hospitals,"Library assistants, clerical",530,27840,2008-05-01
General Medical and Surgical Hospitals,Order clerks,520,31930,2008-05-01
General Medical and Surgical Hospitals,"Human resources assistants, except payroll and timekeeping",7630,34910,2008-05-01
General Medical and Surgical Hospitals,Receptionists and information clerks,40370,27660,2008-05-01
General Medical and Surgical Hospitals,All other information and record clerks,9700,34200,2008-05-01
General Medical and Surgical Hospitals,Couriers and messengers,5750,25750,2008-05-01
General Medical and Surgical Hospitals,"Police, fire, and ambulance dispatchers",1420,32410,2008-05-01
General Medical and Surgical Hospitals,"Dispatchers, except police, fire, and ambulance",1370,31590,2008-05-01
General Medical and Surgical Hospitals,"Production, planning, and expediting clerks",5750,35560,2008-05-01
General Medical and Surgical Hospitals,"Shipping, receiving, and traffic clerks",2600,31310,2008-05-01
General Medical and Surgical Hospitals,Stock clerks and order fillers,26370,28180,2008-05-01
General Medical and Surgical Hospitals,"Weighers, measurers, checkers, and samplers, recordkeeping",240,33830,2008-05-01
General Medical and Surgical Hospitals,Executive secretaries and administrative assistants,41640,41900,2008-05-01
General Medical and Surgical Hospitals,Legal secretaries,640,32570,2008-05-01
General Medical and Surgical Hospitals,Medical secretaries,108980,30670,2008-05-01
General Medical and Surgical Hospitals,"Secretaries, except legal, medical, and executive",65210,31870,2008-05-01
General Medical and Surgical Hospitals,Computer operators,4580,36470,2008-05-01
General Medical and Surgical Hospitals,Data entry keyers,5590,28150,2008-05-01
General Medical and Surgical Hospitals,Word processors and typists,3040,35570,2008-05-01
General Medical and Surgical Hospitals,Desktop publishers,100,50200,2008-05-01
General Medical and Surgical Hospitals,Insurance claims and policy processing clerks,1760,33060,2008-05-01
General Medical and Surgical Hospitals,"Mail clerks and mail machine operators, except postal service",1790,28370,2008-05-01
General Medical and Surgical Hospitals,"Office clerks, general",99480,28590,2008-05-01
General Medical and Surgical Hospitals,"Office machine operators, except computer",790,27980,2008-05-01
General Medical and Surgical Hospitals,Proofreaders and copy markers,30,26250,2008-05-01
General Medical and Surgical Hospitals,Statistical assistants,930,35900,2008-05-01
General Medical and Surgical Hospitals,"Office and administrative support workers, all other",11630,32920,2008-05-01
General Medical and Surgical Hospitals,Construction and extraction occupations,12520,49930,2008-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of construction trades and extraction workers,770,67540,2008-05-01
General Medical and Surgical Hospitals,Boilermakers,380,46810,2008-05-01
General Medical and Surgical Hospitals,Carpenters,2490,48030,2008-05-01
General Medical and Surgical Hospitals,Floor sanders and finishers,80,24940,2008-05-01
General Medical and Surgical Hospitals,Cement masons and concrete finishers,40,56640,2008-05-01
General Medical and Surgical Hospitals,Construction laborers,330,43290,2008-05-01
General Medical and Surgical Hospitals,Electricians,3270,52860,2008-05-01
General Medical and Surgical Hospitals,"Painters, construction and maintenance",2250,43210,2008-05-01
General Medical and Surgical Hospitals,"Plumbers, pipefitters, and steamfitters",1830,54820,2008-05-01
General Medical and Surgical Hospitals,Plasterers and stucco masons,60,53650,2008-05-01
General Medical and Surgical Hospitals,Sheet metal workers,70,68540,2008-05-01
General Medical and Surgical Hospitals,Helpers--carpenters,70,26210,2008-05-01
General Medical and Surgical Hospitals,Helpers--electricians,90,48930,2008-05-01
General Medical and Surgical Hospitals,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",40,63880,2008-05-01
General Medical and Surgical Hospitals,Hazardous materials removal workers,360,30780,2008-05-01
General Medical and Surgical Hospitals,"Construction and related workers, all other",220,49160,2008-05-01
General Medical and Surgical Hospitals,"Installation, maintenance, and repair occupations",52800,40880,2008-05-01
General Medical and Surgical Hospitals,"First-line supervisors/managers of mechanics, installers, and repairers",4650,57390,2008-05-01
General Medical and Surgical Hospitals,"Computer, automated teller, and office machine repairers",260,43480,2008-05-01
General Medical and Surgical Hospitals,"Telecommunications equipment installers and repairers, except line installers",430,49880,2008-05-01
General Medical and Surgical Hospitals,"Electrical and electronics repairers, commercial and industrial equipment",170,47920,2008-05-01
General Medical and Surgical Hospitals,Aircraft mechanics and service technicians,40,57670,2008-05-01
General Medical and Surgical Hospitals,Automotive service technicians and mechanics,170,39720,2008-05-01
General Medical and Surgical Hospitals,Bus and truck mechanics and diesel engine specialists,40,35660,2008-05-01
General Medical and Surgical Hospitals,"Heating, air conditioning, and refrigeration mechanics and installers",3010,47970,2008-05-01
General Medical and Surgical Hospitals,Industrial machinery mechanics,340,41860,2008-05-01
General Medical and Surgical Hospitals,"Maintenance and repair workers, general",34470,37030,2008-05-01
General Medical and Surgical Hospitals,"Maintenance workers, machinery",590,42020,2008-05-01
General Medical and Surgical Hospitals,Telecommunications line installers and repairers,70,38970,2008-05-01
General Medical and Surgical Hospitals,Camera and photographic equipment repairers,170,29840,2008-05-01
General Medical and Surgical Hospitals,Medical equipment repairers,6730,46130,2008-05-01
General Medical and Surgical Hospitals,"Precision instrument and equipment repairers, all other",170,44430,2008-05-01
General Medical and Surgical Hospitals,Locksmiths and safe repairers,320,46590,2008-05-01
General Medical and Surgical Hospitals,"Helpers--installation, maintenance, and repair workers",660,28120,2008-05-01
General Medical and Surgical Hospitals,"Installation, maintenance, and repair workers, all other",410,41320,2008-05-01
General Medical and Surgical Hospitals,Production occupations,22450,32510,2008-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of production and operating workers,1220,52670,2008-05-01
General Medical and Surgical Hospitals,Bakers,250,28140,2008-05-01
General Medical and Surgical Hospitals,Machinists,60,39260,2008-05-01
General Medical and Surgical Hospitals,Bindery workers,40,31100,2008-05-01
General Medical and Surgical Hospitals,Job printers,300,36520,2008-05-01
General Medical and Surgical Hospitals,Prepress technicians and workers,60,35900,2008-05-01
General Medical and Surgical Hospitals,Printing machine operators,270,34620,2008-05-01
General Medical and Surgical Hospitals,Laundry and dry-cleaning workers,13160,22810,2008-05-01
General Medical and Surgical Hospitals,"Pressers, textile, garment, and related materials",70,20310,2008-05-01
General Medical and Surgical Hospitals,Sewing machine operators,70,28330,2008-05-01
General Medical and Surgical Hospitals,Cabinetmakers and bench carpenters,50,40140,2008-05-01
General Medical and Surgical Hospitals,Power plant operators,330,47870,2008-05-01
General Medical and Surgical Hospitals,Stationary engineers and boiler operators,4830,51230,2008-05-01
General Medical and Surgical Hospitals,Water and liquid waste treatment plant and system operators,40,35960,2008-05-01
General Medical and Surgical Hospitals,"Plant and system operators, all other",170,46460,2008-05-01
General Medical and Surgical Hospitals,"Furnace, kiln, oven, drier, and kettle operators and tenders",40,35940,2008-05-01
General Medical and Surgical Hospitals,"Inspectors, testers, sorters, samplers, and weighers",70,44470,2008-05-01
General Medical and Surgical Hospitals,Medical appliance technicians,570,37100,2008-05-01
General Medical and Surgical Hospitals,Ophthalmic laboratory technicians,160,40870,2008-05-01
General Medical and Surgical Hospitals,Photographic process workers,170,29780,2008-05-01
General Medical and Surgical Hospitals,Photographic processing machine operators,30,26130,2008-05-01
General Medical and Surgical Hospitals,Helpers--production workers,60,29290,2008-05-01
General Medical and Surgical Hospitals,"Production workers, all other",190,29420,2008-05-01
General Medical and Surgical Hospitals,Transportation and material moving occupations,15440,28160,2008-05-01
General Medical and Surgical Hospitals,"First-line supervisors/managers of helpers, laborers, and material movers, hand",220,48310,2008-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,360,51320,2008-05-01
General Medical and Surgical Hospitals,Commercial pilots,150,66980,2008-05-01
General Medical and Surgical Hospitals,"Ambulance drivers and attendants, except emergency medical technicians",3440,24290,2008-05-01
General Medical and Surgical Hospitals,"Bus drivers, transit and intercity",110,28490,2008-05-01
General Medical and Surgical Hospitals,"Truck drivers, heavy and tractor-trailer",150,38600,2008-05-01
General Medical and Surgical Hospitals,"Truck drivers, light or delivery services",1070,29720,2008-05-01
General Medical and Surgical Hospitals,Taxi drivers and chauffeurs,2930,25010,2008-05-01
General Medical and Surgical Hospitals,"Motor vehicle operators, all other",870,30460,2008-05-01
General Medical and Surgical Hospitals,Parking lot attendants,1690,23210,2008-05-01
General Medical and Surgical Hospitals,"Transportation workers, all other",110,28560,2008-05-01
General Medical and Surgical Hospitals,Industrial truck and tractor operators,120,39220,2008-05-01
General Medical and Surgical Hospitals,"Laborers and freight, stock, and material movers, hand",3830,29560,2008-05-01
General Medical and Surgical Hospitals,"Packers and packagers, hand",NA,22350,2008-05-01
General Medical and Surgical Hospitals,Refuse and recyclable material collectors,80,27600,2008-05-01
General Medical and Surgical Hospitals,"Material moving workers, all other",140,32950,2008-05-01
General Medical and Surgical Hospitals,Industry Total,4747900,41710,2003-05-01
General Medical and Surgical Hospitals,Management occupations,161620,78360,2003-05-01
General Medical and Surgical Hospitals,Chief executives,6150,146500,2003-05-01
General Medical and Surgical Hospitals,General and operations managers,15490,85970,2003-05-01
General Medical and Surgical Hospitals,Advertising and promotions managers,330,63530,2003-05-01
General Medical and Surgical Hospitals,Marketing managers,1430,71860,2003-05-01
General Medical and Surgical Hospitals,Sales managers,110,97130,2003-05-01
General Medical and Surgical Hospitals,Public relations managers,1690,69830,2003-05-01
General Medical and Surgical Hospitals,Administrative services managers,10490,67270,2003-05-01
General Medical and Surgical Hospitals,Computer and information systems managers,5750,79740,2003-05-01
General Medical and Surgical Hospitals,Financial managers,8180,85070,2003-05-01
General Medical and Surgical Hospitals,Human resources managers,6280,72210,2003-05-01
General Medical and Surgical Hospitals,Industrial production managers,100,65830,2003-05-01
General Medical and Surgical Hospitals,Purchasing managers,1740,61100,2003-05-01
General Medical and Surgical Hospitals,"Transportation, storage, and distribution managers",280,66090,2003-05-01
General Medical and Surgical Hospitals,Construction managers,440,82160,2003-05-01
General Medical and Surgical Hospitals,"Education administrators, preschool and child care center/program",250,48580,2003-05-01
General Medical and Surgical Hospitals,"Education administrators, elementary and secondary school",30,87090,2003-05-01
General Medical and Surgical Hospitals,"Education administrators, postsecondary",480,73290,2003-05-01
General Medical and Surgical Hospitals,Engineering managers,520,74780,2003-05-01
General Medical and Surgical Hospitals,Food service managers,2220,52670,2003-05-01
General Medical and Surgical Hospitals,Lodging managers,40,62170,2003-05-01
General Medical and Surgical Hospitals,Medical and health services managers,81070,76890,2003-05-01
General Medical and Surgical Hospitals,Natural sciences managers,340,82050,2003-05-01
General Medical and Surgical Hospitals,"Property, real estate, and community association managers",200,72690,2003-05-01
General Medical and Surgical Hospitals,Social and community service managers,3540,56850,2003-05-01
General Medical and Surgical Hospitals,Business and financial operations occupations,77000,47140,2003-05-01
General Medical and Surgical Hospitals,"Purchasing agents and buyers, farm products",130,39000,2003-05-01
General Medical and Surgical Hospitals,"Wholesale and retail buyers, except farm products",400,39820,2003-05-01
General Medical and Surgical Hospitals,"Purchasing agents, except wholesale, retail, and farm products",7570,38940,2003-05-01
General Medical and Surgical Hospitals,"Claims adjusters, examiners, and investigators",400,43240,2003-05-01
General Medical and Surgical Hospitals,"Compliance officers, except agriculture, construction, health and safety, and transportation",1300,53340,2003-05-01
General Medical and Surgical Hospitals,Cost estimators,70,52320,2003-05-01
General Medical and Surgical Hospitals,Emergency management specialists,730,57360,2003-05-01
General Medical and Surgical Hospitals,"Employment, recruitment, and placement specialists",4930,44150,2003-05-01
General Medical and Surgical Hospitals,"Compensation, benefits, and job analysis specialists",2640,45760,2003-05-01
General Medical and Surgical Hospitals,Training and development specialists,5890,50630,2003-05-01
General Medical and Surgical Hospitals,Management analysts,4640,54930,2003-05-01
General Medical and Surgical Hospitals,Meeting and convention planners,370,38870,2003-05-01
General Medical and Surgical Hospitals,Accountants and auditors,13110,47610,2003-05-01
General Medical and Surgical Hospitals,Budget analysts,1460,52100,2003-05-01
General Medical and Surgical Hospitals,Credit analysts,170,46520,2003-05-01
General Medical and Surgical Hospitals,Financial analysts,2750,53390,2003-05-01
General Medical and Surgical Hospitals,Insurance underwriters,100,50820,2003-05-01
General Medical and Surgical Hospitals,Financial examiners,70,43750,2003-05-01
General Medical and Surgical Hospitals,Loan counselors,360,30560,2003-05-01
General Medical and Surgical Hospitals,Computer and mathematical occupations,42220,52530,2003-05-01
General Medical and Surgical Hospitals,"Computer and information scientists, research",40,46550,2003-05-01
General Medical and Surgical Hospitals,Computer programmers,3700,58840,2003-05-01
General Medical and Surgical Hospitals,"Computer software engineers, applications",4000,61150,2003-05-01
General Medical and Surgical Hospitals,"Computer software engineers, systems software",660,63100,2003-05-01
General Medical and Surgical Hospitals,Computer support specialists,10180,38790,2003-05-01
General Medical and Surgical Hospitals,Computer systems analysts,10150,57170,2003-05-01
General Medical and Surgical Hospitals,Database administrators,1670,55060,2003-05-01
General Medical and Surgical Hospitals,Network and computer systems administrators,4760,57920,2003-05-01
General Medical and Surgical Hospitals,Network systems and data communications analysts,3090,55090,2003-05-01
General Medical and Surgical Hospitals,Actuaries,50,73400,2003-05-01
General Medical and Surgical Hospitals,Operations research analysts,650,49650,2003-05-01
General Medical and Surgical Hospitals,Statisticians,670,45930,2003-05-01
General Medical and Surgical Hospitals,Mathematical technicians,60,35140,2003-05-01
General Medical and Surgical Hospitals,Architecture and engineering occupations,4260,51610,2003-05-01
General Medical and Surgical Hospitals,"Architects, except landscape and naval",130,75970,2003-05-01
General Medical and Surgical Hospitals,Biomedical engineers,1390,53220,2003-05-01
General Medical and Surgical Hospitals,Civil engineers,160,58150,2003-05-01
General Medical and Surgical Hospitals,Computer hardware engineers,50,70580,2003-05-01
General Medical and Surgical Hospitals,Electrical engineers,170,60470,2003-05-01
General Medical and Surgical Hospitals,"Health and safety engineers, except mining safety engineers and inspectors",180,51590,2003-05-01
General Medical and Surgical Hospitals,Industrial engineers,50,55520,2003-05-01
General Medical and Surgical Hospitals,Mechanical engineers,110,48630,2003-05-01
General Medical and Surgical Hospitals,Nuclear engineers,40,76590,2003-05-01
General Medical and Surgical Hospitals,Architectural and civil drafters,60,39250,2003-05-01
General Medical and Surgical Hospitals,Civil engineering technicians,30,36880,2003-05-01
General Medical and Surgical Hospitals,Electrical and electronic engineering technicians,560,48710,2003-05-01
General Medical and Surgical Hospitals,Electro-mechanical technicians,80,40680,2003-05-01
General Medical and Surgical Hospitals,Mechanical engineering technicians,130,40560,2003-05-01
General Medical and Surgical Hospitals,"Life, physical, and social science occupations",24300,52440,2003-05-01
General Medical and Surgical Hospitals,Biochemists and biophysicists,590,72030,2003-05-01
General Medical and Surgical Hospitals,Microbiologists,880,51640,2003-05-01
General Medical and Surgical Hospitals,Epidemiologists,410,59550,2003-05-01
General Medical and Surgical Hospitals,"Medical scientists, except epidemiologists",6160,58530,2003-05-01
General Medical and Surgical Hospitals,Physicists,750,104980,2003-05-01
General Medical and Surgical Hospitals,Chemists,490,49730,2003-05-01
General Medical and Surgical Hospitals,"Environmental scientists and specialists, including health",530,29570,2003-05-01
General Medical and Surgical Hospitals,Market research analysts,780,47860,2003-05-01
General Medical and Surgical Hospitals,"Clinical, counseling, and school psychologists",4370,62010,2003-05-01
General Medical and Surgical Hospitals,Industrial-organizational psychologists,40,66790,2003-05-01
General Medical and Surgical Hospitals,Historians,50,47560,2003-05-01
General Medical and Surgical Hospitals,Biological technicians,2450,37280,2003-05-01
General Medical and Surgical Hospitals,Chemical technicians,410,34330,2003-05-01
General Medical and Surgical Hospitals,"Environmental science and protection technicians, including health",890,24620,2003-05-01
General Medical and Surgical Hospitals,Community and social services occupations,83820,41550,2003-05-01
General Medical and Surgical Hospitals,Substance abuse and behavioral disorder counselors,3980,38400,2003-05-01
General Medical and Surgical Hospitals,"Educational, vocational, and school counselors",350,33840,2003-05-01
General Medical and Surgical Hospitals,Marriage and family therapists,250,45250,2003-05-01
General Medical and Surgical Hospitals,Mental health counselors,5700,38090,2003-05-01
General Medical and Surgical Hospitals,Rehabilitation counselors,2110,40400,2003-05-01
General Medical and Surgical Hospitals,"Child, family, and school social workers",3310,40710,2003-05-01
General Medical and Surgical Hospitals,Medical and public health social workers,30470,45040,2003-05-01
General Medical and Surgical Hospitals,Mental health and substance abuse social workers,7240,39640,2003-05-01
General Medical and Surgical Hospitals,Health educators,8870,46420,2003-05-01
General Medical and Surgical Hospitals,Social and human service assistants,7450,29340,2003-05-01
General Medical and Surgical Hospitals,Clergy,5550,39780,2003-05-01
General Medical and Surgical Hospitals,"Directors, religious activities and education",110,51930,2003-05-01
General Medical and Surgical Hospitals,Legal occupations,820,78630,2003-05-01
General Medical and Surgical Hospitals,Lawyers,430,113590,2003-05-01
General Medical and Surgical Hospitals,Paralegals and legal assistants,250,42550,2003-05-01
General Medical and Surgical Hospitals,"Title examiners, abstractors, and searchers",70,31380,2003-05-01
General Medical and Surgical Hospitals,"Education, training, and library occupations",23950,51380,2003-05-01
General Medical and Surgical Hospitals,"Biological science teachers, postsecondary",280,43360,2003-05-01
General Medical and Surgical Hospitals,"Health specialties teachers, postsecondary",5110,70690,2003-05-01
General Medical and Surgical Hospitals,"Nursing instructors and teachers, postsecondary",3990,63610,2003-05-01
General Medical and Surgical Hospitals,Graduate teaching assistants,250,31980,2003-05-01
General Medical and Surgical Hospitals,"Vocational education teachers, postsecondary",100,52600,2003-05-01
General Medical and Surgical Hospitals,"Preschool teachers, except special education",2310,22880,2003-05-01
General Medical and Surgical Hospitals,"Elementary school teachers, except special education",100,24910,2003-05-01
General Medical and Surgical Hospitals,"Special education teachers, preschool, kindergarten, and elementary school",120,34860,2003-05-01
General Medical and Surgical Hospitals,Self-enrichment education teachers,590,38000,2003-05-01
General Medical and Surgical Hospitals,Librarians,1740,40840,2003-05-01
General Medical and Surgical Hospitals,Library technicians,920,25380,2003-05-01
General Medical and Surgical Hospitals,Audio-visual collections specialists,60,33070,2003-05-01
General Medical and Surgical Hospitals,Instructional coordinators,810,46950,2003-05-01
General Medical and Surgical Hospitals,Teacher assistants,1550,20110,2003-05-01
General Medical and Surgical Hospitals,"Arts, design, entertainment, sports, and media occupations",8100,40060,2003-05-01
General Medical and Surgical Hospitals,Multi-media artists and animators,90,44110,2003-05-01
General Medical and Surgical Hospitals,Floral designers,50,24070,2003-05-01
General Medical and Surgical Hospitals,Graphic designers,490,39360,2003-05-01
General Medical and Surgical Hospitals,Interior designers,80,48800,2003-05-01
General Medical and Surgical Hospitals,Actors,30,25330,2003-05-01
General Medical and Surgical Hospitals,Producers and directors,80,44340,2003-05-01
General Medical and Surgical Hospitals,Public relations specialists,3610,42700,2003-05-01
General Medical and Surgical Hospitals,Editors,230,49660,2003-05-01
General Medical and Surgical Hospitals,Technical writers,150,48520,2003-05-01
General Medical and Surgical Hospitals,Writers and authors,190,51390,2003-05-01
General Medical and Surgical Hospitals,Interpreters and translators,1570,33990,2003-05-01
General Medical and Surgical Hospitals,Audio and video equipment technicians,320,36100,2003-05-01
General Medical and Surgical Hospitals,Photographers,270,38750,2003-05-01
General Medical and Surgical Hospitals,"Camera operators, television, video, and motion picture",30,37780,2003-05-01
General Medical and Surgical Hospitals,Film and video editors,40,28130,2003-05-01
General Medical and Surgical Hospitals,Healthcare practitioners and technical occupations,2473190,50840,2003-05-01
General Medical and Surgical Hospitals,Chiropractors,280,58240,2003-05-01
General Medical and Surgical Hospitals,Dentists,1200,95080,2003-05-01
General Medical and Surgical Hospitals,Dietitians and nutritionists,16270,44210,2003-05-01
General Medical and Surgical Hospitals,Optometrists,270,98690,2003-05-01
General Medical and Surgical Hospitals,Pharmacists,49870,80590,2003-05-01
General Medical and Surgical Hospitals,Anesthesiologists,2680,135020,2003-05-01
General Medical and Surgical Hospitals,Family and general practitioners,17360,127030,2003-05-01
General Medical and Surgical Hospitals,"Internists, general",8020,129530,2003-05-01
General Medical and Surgical Hospitals,Obstetricians and gynecologists,2000,151620,2003-05-01
General Medical and Surgical Hospitals,"Pediatricians, general",3950,137990,2003-05-01
General Medical and Surgical Hospitals,Psychiatrists,3130,124590,2003-05-01
General Medical and Surgical Hospitals,Surgeons,3470,142630,2003-05-01
General Medical and Surgical Hospitals,Physician assistants,14150,67790,2003-05-01
General Medical and Surgical Hospitals,Podiatrists,410,90430,2003-05-01
General Medical and Surgical Hospitals,Registered nurses,1314520,53790,2003-05-01
General Medical and Surgical Hospitals,Audiologists,1360,55570,2003-05-01
General Medical and Surgical Hospitals,Occupational therapists,21460,55880,2003-05-01
General Medical and Surgical Hospitals,Physical therapists,42800,60150,2003-05-01
General Medical and Surgical Hospitals,Radiation therapists,9250,57000,2003-05-01
General Medical and Surgical Hospitals,Recreational therapists,4430,37190,2003-05-01
General Medical and Surgical Hospitals,Respiratory therapists,69770,42980,2003-05-01
General Medical and Surgical Hospitals,Speech-language pathologists,9870,57140,2003-05-01
General Medical and Surgical Hospitals,Veterinarians,30,70000,2003-05-01
General Medical and Surgical Hospitals,Medical and clinical laboratory technologists,89640,45940,2003-05-01
General Medical and Surgical Hospitals,Medical and clinical laboratory technicians,61100,32420,2003-05-01
General Medical and Surgical Hospitals,Dental hygienists,530,50200,2003-05-01
General Medical and Surgical Hospitals,Cardiovascular technologists and technicians,31900,38330,2003-05-01
General Medical and Surgical Hospitals,Diagnostic medical sonographers,23820,50970,2003-05-01
General Medical and Surgical Hospitals,Nuclear medicine technologists,12020,53290,2003-05-01
General Medical and Surgical Hospitals,Radiologic technologists and technicians,102110,43320,2003-05-01
General Medical and Surgical Hospitals,Emergency medical technicians and paramedics,38620,27670,2003-05-01
General Medical and Surgical Hospitals,Dietetic technicians,11310,26600,2003-05-01
General Medical and Surgical Hospitals,Pharmacy technicians,45550,27210,2003-05-01
General Medical and Surgical Hospitals,Psychiatric technicians,10070,26990,2003-05-01
General Medical and Surgical Hospitals,Respiratory therapy technicians,22000,36850,2003-05-01
General Medical and Surgical Hospitals,Surgical technologists,56120,33250,2003-05-01
General Medical and Surgical Hospitals,Veterinary technologists and technicians,190,29870,2003-05-01
General Medical and Surgical Hospitals,Licensed practical and licensed vocational nurses,177200,32550,2003-05-01
General Medical and Surgical Hospitals,Medical records and health information technicians,53930,28120,2003-05-01
General Medical and Surgical Hospitals,"Opticians, dispensing",390,35170,2003-05-01
General Medical and Surgical Hospitals,Orthotists and prosthetists,800,42830,2003-05-01
General Medical and Surgical Hospitals,Occupational health and safety specialists and technicians,4260,42390,2003-05-01
General Medical and Surgical Hospitals,Athletic trainers,1990,35630,2003-05-01
General Medical and Surgical Hospitals,Healthcare support occupations,610820,23970,2003-05-01
General Medical and Surgical Hospitals,Home health aides,18180,20860,2003-05-01
General Medical and Surgical Hospitals,"Nursing aides, orderlies, and attendants",360560,22260,2003-05-01
General Medical and Surgical Hospitals,Psychiatric aides,5660,24120,2003-05-01
General Medical and Surgical Hospitals,Occupational therapist assistants,4290,36650,2003-05-01
General Medical and Surgical Hospitals,Occupational therapist aides,1500,27480,2003-05-01
General Medical and Surgical Hospitals,Physical therapist assistants,16700,37300,2003-05-01
General Medical and Surgical Hospitals,Physical therapist aides,9940,21990,2003-05-01
General Medical and Surgical Hospitals,Massage therapists,630,40200,2003-05-01
General Medical and Surgical Hospitals,Dental assistants,1440,29580,2003-05-01
General Medical and Surgical Hospitals,Medical assistants,51430,25740,2003-05-01
General Medical and Surgical Hospitals,Medical equipment preparers,26530,24980,2003-05-01
General Medical and Surgical Hospitals,Medical transcriptionists,39310,28950,2003-05-01
General Medical and Surgical Hospitals,Pharmacy aides,4550,24900,2003-05-01
General Medical and Surgical Hospitals,Veterinary assistants and laboratory animal caretakers,270,24770,2003-05-01
General Medical and Surgical Hospitals,Protective service occupations,37250,27070,2003-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of police and detectives,120,47130,2003-05-01
General Medical and Surgical Hospitals,Fire fighters,40,38700,2003-05-01
General Medical and Surgical Hospitals,Parking enforcement workers,40,22300,2003-05-01
General Medical and Surgical Hospitals,Private detectives and investigators,190,54410,2003-05-01
General Medical and Surgical Hospitals,Security guards,32810,25530,2003-05-01
General Medical and Surgical Hospitals,Food preparation and serving related occupations,139120,20810,2003-05-01
General Medical and Surgical Hospitals,Chefs and head cooks,680,38920,2003-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of food preparation and serving workers,9870,30790,2003-05-01
General Medical and Surgical Hospitals,"Cooks, fast food",40,22600,2003-05-01
General Medical and Surgical Hospitals,"Cooks, institution and cafeteria",29880,22140,2003-05-01
General Medical and Surgical Hospitals,"Cooks, short order",630,22110,2003-05-01
General Medical and Surgical Hospitals,Food preparation workers,37670,19050,2003-05-01
General Medical and Surgical Hospitals,"Combined food preparation and serving workers, including fast food",9920,20640,2003-05-01
General Medical and Surgical Hospitals,"Counter attendants, cafeteria, food concession, and coffee shop",4220,19090,2003-05-01
General Medical and Surgical Hospitals,Waiters and waitresses,120,20260,2003-05-01
General Medical and Surgical Hospitals,"Food servers, nonrestaurant",35230,19260,2003-05-01
General Medical and Surgical Hospitals,Dining room and cafeteria attendants and bartender helpers,3210,17450,2003-05-01
General Medical and Surgical Hospitals,Dishwashers,2800,17770,2003-05-01
General Medical and Surgical Hospitals,"Hosts and hostesses, restaurant, lounge, and coffee shop",760,20820,2003-05-01
General Medical and Surgical Hospitals,Building and grounds cleaning and maintenance occupations,181980,20590,2003-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of housekeeping and janitorial workers,8780,32310,2003-05-01
General Medical and Surgical Hospitals,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",770,29920,2003-05-01
General Medical and Surgical Hospitals,"Janitors and cleaners, except maids and housekeeping cleaners",50180,20780,2003-05-01
General Medical and Surgical Hospitals,Maids and housekeeping cleaners,117840,19480,2003-05-01
General Medical and Surgical Hospitals,Landscaping and groundskeeping workers,3270,22960,2003-05-01
General Medical and Surgical Hospitals,"Pesticide handlers, sprayers, and applicators, vegetation",110,19230,2003-05-01
General Medical and Surgical Hospitals,Personal care and service occupations,21530,23290,2003-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of personal service workers,750,36940,2003-05-01
General Medical and Surgical Hospitals,"Locker room, coatroom, and dressing room attendants",60,18760,2003-05-01
