NAICS_TITLE,OCC_TITLE,emp2018,salary2018,emp2013,salary2013,emp2008,salary2008,emp2003,salary2003
General Medical and Surgical Hospitals,Radiation therapists,NA,NA,NA,NA,9850,72840,9250,57000
General Medical and Surgical Hospitals,Recreational therapists,NA,NA,NA,NA,4610,43360,4430,37190
General Medical and Surgical Hospitals,Respiratory therapists,NA,NA,NA,NA,79840,52870,69770,42980
General Medical and Surgical Hospitals,Speech-language pathologists,NA,NA,NA,NA,12440,70270,9870,57140
General Medical and Surgical Hospitals,"Therapists, all other",NA,NA,NA,NA,3650,55630,NA,NA
General Medical and Surgical Hospitals,"Health diagnosing and treating practitioners, all other",NA,NA,NA,NA,9520,70870,NA,NA
General Medical and Surgical Hospitals,Medical and clinical laboratory technologists,NA,NA,NA,NA,99550,54870,89640,45940
General Medical and Surgical Hospitals,Medical and clinical laboratory technicians,NA,NA,NA,NA,66700,38330,61100,32420
General Medical and Surgical Hospitals,Dental hygienists,NA,NA,NA,NA,580,55670,530,50200
General Medical and Surgical Hospitals,Cardiovascular technologists and technicians,NA,NA,NA,NA,36630,47660,31900,38330
General Medical and Surgical Hospitals,Diagnostic medical sonographers,NA,NA,NA,NA,28930,62690,23820,50970
General Medical and Surgical Hospitals,Nuclear medicine technologists,NA,NA,NA,NA,13830,66810,12020,53290
General Medical and Surgical Hospitals,Radiologic technologists and technicians,NA,NA,NA,NA,125640,53790,102110,43320
General Medical and Surgical Hospitals,Emergency medical technicians and paramedics,NA,NA,NA,NA,40090,32710,38620,27670
General Medical and Surgical Hospitals,Dietetic technicians,NA,NA,NA,NA,10950,28330,11310,26600
General Medical and Surgical Hospitals,Pharmacy technicians,NA,NA,NA,NA,54350,32180,45550,27210
General Medical and Surgical Hospitals,Psychiatric technicians,NA,NA,NA,NA,NA,32690,10070,26990
General Medical and Surgical Hospitals,Respiratory therapy technicians,NA,NA,NA,NA,13930,44050,22000,36850
General Medical and Surgical Hospitals,Surgical technologists,NA,NA,NA,NA,62760,39770,56120,33250
General Medical and Surgical Hospitals,Veterinary technologists and technicians,NA,NA,NA,NA,70,39890,190,29870
General Medical and Surgical Hospitals,Licensed practical and licensed vocational nurses,NA,NA,NA,NA,163360,39340,177200,32550
General Medical and Surgical Hospitals,Medical records and health information technicians,NA,NA,NA,NA,61380,34910,53930,28120
General Medical and Surgical Hospitals,"Opticians, dispensing",NA,NA,NA,NA,480,42230,390,35170
General Medical and Surgical Hospitals,Orthotists and prosthetists,NA,NA,NA,NA,470,51610,800,42830
General Medical and Surgical Hospitals,"Health technologists and technicians, all other",NA,NA,NA,NA,35260,42040,NA,NA
General Medical and Surgical Hospitals,Occupational health and safety specialists,NA,NA,NA,NA,3040,63960,NA,NA
General Medical and Surgical Hospitals,Occupational health and safety technicians,NA,NA,NA,NA,1030,43480,NA,NA
General Medical and Surgical Hospitals,Athletic trainers,NA,NA,NA,NA,NA,41400,1990,35630
General Medical and Surgical Hospitals,"Healthcare practitioners and technical workers, all other",NA,NA,NA,NA,22110,51800,NA,NA
General Medical and Surgical Hospitals,Healthcare support occupations,NA,NA,NA,NA,643640,28220,610820,23970
General Medical and Surgical Hospitals,Home health aides,NA,NA,NA,NA,13560,23990,18180,20860
General Medical and Surgical Hospitals,"Nursing aides, orderlies, and attendants",NA,NA,NA,NA,392480,26110,360560,22260
General Medical and Surgical Hospitals,Psychiatric aides,NA,NA,NA,NA,5880,28380,5660,24120
General Medical and Surgical Hospitals,Occupational therapist assistants,NA,NA,NA,NA,5410,46040,4290,36650
General Medical and Surgical Hospitals,Occupational therapist aides,NA,NA,NA,NA,1630,28980,1500,27480
General Medical and Surgical Hospitals,Physical therapist assistants,NA,NA,NA,NA,17110,45190,16700,37300
General Medical and Surgical Hospitals,Physical therapist aides,NA,NA,NA,NA,10270,25680,9940,21990
General Medical and Surgical Hospitals,Massage therapists,NA,NA,NA,NA,760,43200,630,40200
General Medical and Surgical Hospitals,Dental assistants,NA,NA,NA,NA,1730,33690,1440,29580
General Medical and Surgical Hospitals,Medical assistants,NA,NA,NA,NA,58970,30930,51430,25740
General Medical and Surgical Hospitals,Medical equipment preparers,NA,NA,NA,NA,31200,29230,26530,24980
General Medical and Surgical Hospitals,Medical transcriptionists,NA,NA,NA,NA,36110,33880,39310,28950
General Medical and Surgical Hospitals,Pharmacy aides,NA,NA,NA,NA,2850,28880,4550,24900
General Medical and Surgical Hospitals,Veterinary assistants and laboratory animal caretakers,NA,NA,NA,NA,230,30420,270,24770
General Medical and Surgical Hospitals,"Healthcare support workers, all other",NA,NA,NA,NA,65440,29790,NA,NA
General Medical and Surgical Hospitals,Protective service occupations,NA,NA,NA,NA,40130,31500,37250,27070
General Medical and Surgical Hospitals,First-line supervisors/managers of police and detectives,NA,NA,NA,NA,50,57090,120,47130
General Medical and Surgical Hospitals,"First-line supervisors/managers, protective service workers, all other",NA,NA,NA,NA,2280,47470,NA,NA
General Medical and Surgical Hospitals,Police and sheriff's patrol officers,NA,NA,NA,NA,760,52690,NA,NA
General Medical and Surgical Hospitals,Private detectives and investigators,NA,NA,NA,NA,30,48800,190,54410
General Medical and Surgical Hospitals,Security guards,NA,NA,NA,NA,36190,30020,32810,25530
General Medical and Surgical Hospitals,"Lifeguards, ski patrol, and other recreational protective service workers",NA,NA,NA,NA,270,21470,NA,NA
General Medical and Surgical Hospitals,"Protective service workers, all other",NA,NA,NA,NA,450,32210,NA,NA
General Medical and Surgical Hospitals,Food preparation and serving related occupations,NA,NA,NA,NA,137980,24360,139120,20810
General Medical and Surgical Hospitals,Chefs and head cooks,NA,NA,NA,NA,750,45990,680,38920
General Medical and Surgical Hospitals,First-line supervisors/managers of food preparation and serving workers,NA,NA,NA,NA,9150,36520,9870,30790
General Medical and Surgical Hospitals,"Cooks, institution and cafeteria",NA,NA,NA,NA,31100,25990,29880,22140
General Medical and Surgical Hospitals,"Cooks, restaurant",NA,NA,NA,NA,110,26430,NA,NA
General Medical and Surgical Hospitals,"Cooks, short order",NA,NA,NA,NA,580,24610,630,22110
General Medical and Surgical Hospitals,"Cooks, all other",NA,NA,NA,NA,50,33260,NA,NA
General Medical and Surgical Hospitals,Food preparation workers,NA,NA,NA,NA,33470,22090,37670,19050
General Medical and Surgical Hospitals,"Combined food preparation and serving workers, including fast food",NA,NA,NA,NA,11400,22840,9920,20640
General Medical and Surgical Hospitals,"Counter attendants, cafeteria, food concession, and coffee shop",NA,NA,NA,NA,3940,22880,4220,19090
General Medical and Surgical Hospitals,Waiters and waitresses,NA,NA,NA,NA,220,22840,120,20260
General Medical and Surgical Hospitals,"Food servers, nonrestaurant",NA,NA,NA,NA,39490,22650,35230,19260
General Medical and Surgical Hospitals,Dining room and cafeteria attendants and bartender helpers,NA,NA,NA,NA,2080,21600,3210,17450
General Medical and Surgical Hospitals,"Hosts and hostesses, restaurant, lounge, and coffee shop",NA,NA,NA,NA,1070,21950,760,20820
General Medical and Surgical Hospitals,"Food preparation and serving related workers, all other",NA,NA,NA,NA,2790,24930,NA,NA
General Medical and Surgical Hospitals,Building and grounds cleaning and maintenance occupations,NA,NA,NA,NA,184310,24000,181980,20590
General Medical and Surgical Hospitals,First-line supervisors/managers of housekeeping and janitorial workers,NA,NA,NA,NA,7570,39060,8780,32310
General Medical and Surgical Hospitals,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",NA,NA,NA,NA,300,48020,770,29920
General Medical and Surgical Hospitals,"Janitors and cleaners, except maids and housekeeping cleaners",NA,NA,NA,NA,55260,24670,50180,20780
General Medical and Surgical Hospitals,Maids and housekeeping cleaners,NA,NA,NA,NA,118330,22580,117840,19480
General Medical and Surgical Hospitals,"Building cleaning workers, all other",NA,NA,NA,NA,110,25760,NA,NA
General Medical and Surgical Hospitals,Pest control workers,NA,NA,NA,NA,NA,38230,NA,NA
General Medical and Surgical Hospitals,Landscaping and groundskeeping workers,NA,NA,NA,NA,2530,27090,3270,22960
General Medical and Surgical Hospitals,"Grounds maintenance workers, all other",NA,NA,NA,NA,130,30520,NA,NA
General Medical and Surgical Hospitals,Personal care and service occupations,NA,NA,NA,NA,20620,27530,21530,23290
General Medical and Surgical Hospitals,First-line supervisors/managers of personal service workers,NA,NA,NA,NA,700,45340,750,36940
General Medical and Surgical Hospitals,Nonfarm animal caretakers,NA,NA,NA,NA,NA,32750,NA,NA
General Medical and Surgical Hospitals,Amusement and recreation attendants,NA,NA,NA,NA,140,19270,NA,NA
General Medical and Surgical Hospitals,"Locker room, coatroom, and dressing room attendants",NA,NA,NA,NA,70,21130,60,18760
General Medical and Surgical Hospitals,"Entertainment attendants and related workers, all other",NA,NA,NA,NA,30,23420,NA,NA
General Medical and Surgical Hospitals,"Hairdressers, hairstylists, and cosmetologists",NA,NA,NA,NA,110,28880,140,26930
General Medical and Surgical Hospitals,Skin care specialists,NA,NA,NA,NA,40,39930,NA,NA
General Medical and Surgical Hospitals,Baggage porters and bellhops,NA,NA,NA,NA,120,28450,190,20690
General Medical and Surgical Hospitals,Tour guides and escorts,NA,NA,NA,NA,70,NA,NA,NA
General Medical and Surgical Hospitals,Child care workers,NA,NA,NA,NA,4590,21800,5460,18640
General Medical and Surgical Hospitals,Personal and home care aides,NA,NA,NA,NA,3590,24850,3620,18090
General Medical and Surgical Hospitals,Fitness trainers and aerobics instructors,NA,NA,NA,NA,4280,33920,4590,31050
General Medical and Surgical Hospitals,Recreation workers,NA,NA,NA,NA,2770,26490,2660,22880
General Medical and Surgical Hospitals,Residential advisors,NA,NA,NA,NA,740,32360,690,26580
General Medical and Surgical Hospitals,"Personal care and service workers, all other",NA,NA,NA,NA,2870,25950,NA,NA
General Medical and Surgical Hospitals,Sales and related occupations,NA,NA,NA,NA,12760,30700,12100,26500
General Medical and Surgical Hospitals,First-line supervisors/managers of retail sales workers,NA,NA,NA,NA,830,42410,880,35690
General Medical and Surgical Hospitals,First-line supervisors/managers of non-retail sales workers,NA,NA,NA,NA,70,68090,110,53660
General Medical and Surgical Hospitals,Counter and rental clerks,NA,NA,NA,NA,90,25290,40,19480
General Medical and Surgical Hospitals,Retail salespersons,NA,NA,NA,NA,1220,25420,1000,21290
General Medical and Surgical Hospitals,"Sales representatives, services, all other",NA,NA,NA,NA,700,51540,NA,NA
General Medical and Surgical Hospitals,"Sales representatives, wholesale and manufacturing, technical and scientific products",NA,NA,NA,NA,60,61220,50,54250
General Medical and Surgical Hospitals,Telemarketers,NA,NA,NA,NA,30,29080,NA,NA
General Medical and Surgical Hospitals,"Sales and related workers, all other",NA,NA,NA,NA,720,51870,NA,NA
General Medical and Surgical Hospitals,Office and administrative support occupations,NA,NA,NA,NA,758040,31930,741410,27060
General Medical and Surgical Hospitals,First-line supervisors/managers of office and administrative support workers,NA,NA,NA,NA,41670,50170,39780,41520
General Medical and Surgical Hospitals,"Switchboard operators, including answering service",NA,NA,NA,NA,22070,25500,23980,22340
General Medical and Surgical Hospitals,Telephone operators,NA,NA,NA,NA,1550,31790,1330,26630
General Medical and Surgical Hospitals,"Communications equipment operators, all other",NA,NA,NA,NA,NA,34400,NA,NA
General Medical and Surgical Hospitals,Bill and account collectors,NA,NA,NA,NA,19920,31230,21970,26840
General Medical and Surgical Hospitals,Billing and posting clerks and machine operators,NA,NA,NA,NA,43170,31800,40150,26770
General Medical and Surgical Hospitals,"Bookkeeping, accounting, and auditing clerks",NA,NA,NA,NA,27610,33550,28750,28340
General Medical and Surgical Hospitals,Payroll and timekeeping clerks,NA,NA,NA,NA,4510,36310,5620,30070
General Medical and Surgical Hospitals,Procurement clerks,NA,NA,NA,NA,5230,33410,3100,27110
General Medical and Surgical Hospitals,Correspondence clerks,NA,NA,NA,NA,410,31170,500,25400
General Medical and Surgical Hospitals,"Credit authorizers, checkers, and clerks",NA,NA,NA,NA,1880,36810,1330,33100
General Medical and Surgical Hospitals,Customer service representatives,NA,NA,NA,NA,30460,31230,25690,27040
General Medical and Surgical Hospitals,"Eligibility interviewers, government programs",NA,NA,NA,NA,730,36930,1330,32860
General Medical and Surgical Hospitals,File clerks,NA,NA,NA,NA,20460,25620,22750,22510
General Medical and Surgical Hospitals,"Hotel, motel, and resort desk clerks",NA,NA,NA,NA,40,27650,80,23160
General Medical and Surgical Hospitals,"Interviewers, except eligibility and loan",NA,NA,NA,NA,89550,29160,73930,24850
General Medical and Surgical Hospitals,"Library assistants, clerical",NA,NA,NA,NA,530,27840,900,24190
General Medical and Surgical Hospitals,Order clerks,NA,NA,NA,NA,520,31930,870,24670
General Medical and Surgical Hospitals,"Human resources assistants, except payroll and timekeeping",NA,NA,NA,NA,7630,34910,8800,29510
General Medical and Surgical Hospitals,Receptionists and information clerks,NA,NA,NA,NA,40370,27660,42520,23470
General Medical and Surgical Hospitals,All other information and record clerks,NA,NA,NA,NA,9700,34200,NA,NA
General Medical and Surgical Hospitals,Couriers and messengers,NA,NA,NA,NA,5750,25750,6960,21300
General Medical and Surgical Hospitals,"Police, fire, and ambulance dispatchers",NA,NA,NA,NA,1420,32410,1190,27130
General Medical and Surgical Hospitals,"Dispatchers, except police, fire, and ambulance",NA,NA,NA,NA,1370,31590,1120,26530
General Medical and Surgical Hospitals,"Production, planning, and expediting clerks",NA,NA,NA,NA,5750,35560,4970,30720
General Medical and Surgical Hospitals,"Shipping, receiving, and traffic clerks",NA,NA,NA,NA,2600,31310,4820,24150
General Medical and Surgical Hospitals,Stock clerks and order fillers,NA,NA,NA,NA,26370,28180,24890,24480
General Medical and Surgical Hospitals,"Weighers, measurers, checkers, and samplers, recordkeeping",NA,NA,NA,NA,240,33830,190,27320
General Medical and Surgical Hospitals,Executive secretaries and administrative assistants,NA,NA,NA,NA,41640,41900,38330,34700
General Medical and Surgical Hospitals,Legal secretaries,NA,NA,NA,NA,640,32570,150,29270
General Medical and Surgical Hospitals,Medical secretaries,NA,NA,NA,NA,108980,30670,80260,26470
General Medical and Surgical Hospitals,"Secretaries, except legal, medical, and executive",NA,NA,NA,NA,65210,31870,69710,27200
General Medical and Surgical Hospitals,Computer operators,NA,NA,NA,NA,4580,36470,6480,29590
General Medical and Surgical Hospitals,Data entry keyers,NA,NA,NA,NA,5590,28150,6460,24900
General Medical and Surgical Hospitals,Word processors and typists,NA,NA,NA,NA,3040,35570,4620,27280
General Medical and Surgical Hospitals,Desktop publishers,NA,NA,NA,NA,100,50200,70,35960
General Medical and Surgical Hospitals,Insurance claims and policy processing clerks,NA,NA,NA,NA,1760,33060,3050,27830
General Medical and Surgical Hospitals,"Mail clerks and mail machine operators, except postal service",NA,NA,NA,NA,1790,28370,2190,24730
General Medical and Surgical Hospitals,"Office clerks, general",NA,NA,NA,NA,99480,28590,115690,24710
General Medical and Surgical Hospitals,"Office machine operators, except computer",NA,NA,NA,NA,790,27980,940,25220
General Medical and Surgical Hospitals,Proofreaders and copy markers,NA,NA,NA,NA,30,26250,70,27130
General Medical and Surgical Hospitals,Statistical assistants,NA,NA,NA,NA,930,35900,890,29830
General Medical and Surgical Hospitals,"Office and administrative support workers, all other",NA,NA,NA,NA,11630,32920,NA,NA
General Medical and Surgical Hospitals,Construction and extraction occupations,NA,NA,NA,NA,12520,49930,13020,43020
General Medical and Surgical Hospitals,First-line supervisors/managers of construction trades and extraction workers,NA,NA,NA,NA,770,67540,970,60000
General Medical and Surgical Hospitals,Floor sanders and finishers,NA,NA,NA,NA,80,24940,80,28720
General Medical and Surgical Hospitals,Cement masons and concrete finishers,NA,NA,NA,NA,40,56640,40,56150
General Medical and Surgical Hospitals,Construction laborers,NA,NA,NA,NA,330,43290,410,37880
General Medical and Surgical Hospitals,"Painters, construction and maintenance",NA,NA,NA,NA,2250,43210,2110,39300
General Medical and Surgical Hospitals,"Plumbers, pipefitters, and steamfitters",NA,NA,NA,NA,1830,54820,2110,43990
General Medical and Surgical Hospitals,Plasterers and stucco masons,NA,NA,NA,NA,60,53650,80,43690
General Medical and Surgical Hospitals,Sheet metal workers,NA,NA,NA,NA,70,68540,60,54880
General Medical and Surgical Hospitals,Helpers--carpenters,NA,NA,NA,NA,70,26210,50,21990
General Medical and Surgical Hospitals,Helpers--electricians,NA,NA,NA,NA,90,48930,90,39530
General Medical and Surgical Hospitals,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",NA,NA,NA,NA,40,63880,NA,NA
General Medical and Surgical Hospitals,Hazardous materials removal workers,NA,NA,NA,NA,360,30780,50,28590
General Medical and Surgical Hospitals,"Construction and related workers, all other",NA,NA,NA,NA,220,49160,NA,NA
General Medical and Surgical Hospitals,"Installation, maintenance, and repair occupations",NA,NA,NA,NA,52800,40880,48450,34550
General Medical and Surgical Hospitals,"First-line supervisors/managers of mechanics, installers, and repairers",NA,NA,NA,NA,4650,57390,3050,49410
General Medical and Surgical Hospitals,"Computer, automated teller, and office machine repairers",NA,NA,NA,NA,260,43480,330,39560
General Medical and Surgical Hospitals,"Telecommunications equipment installers and repairers, except line installers",NA,NA,NA,NA,430,49880,570,41010
General Medical and Surgical Hospitals,"Electrical and electronics repairers, commercial and industrial equipment",NA,NA,NA,NA,170,47920,120,43990
General Medical and Surgical Hospitals,Aircraft mechanics and service technicians,NA,NA,NA,NA,40,57670,30,46950
General Medical and Surgical Hospitals,Automotive service technicians and mechanics,NA,NA,NA,NA,170,39720,150,36540
General Medical and Surgical Hospitals,Bus and truck mechanics and diesel engine specialists,NA,NA,NA,NA,40,35660,40,27440
General Medical and Surgical Hospitals,"Heating, air conditioning, and refrigeration mechanics and installers",NA,NA,NA,NA,3010,47970,3030,38520
General Medical and Surgical Hospitals,Industrial machinery mechanics,NA,NA,NA,NA,340,41860,350,34380
General Medical and Surgical Hospitals,"Maintenance and repair workers, general",NA,NA,NA,NA,34470,37030,32710,31720
General Medical and Surgical Hospitals,"Maintenance workers, machinery",NA,NA,NA,NA,590,42020,550,33090
General Medical and Surgical Hospitals,Telecommunications line installers and repairers,NA,NA,NA,NA,70,38970,60,36140
General Medical and Surgical Hospitals,Camera and photographic equipment repairers,NA,NA,NA,NA,170,29840,30,28100
General Medical and Surgical Hospitals,Medical equipment repairers,NA,NA,NA,NA,6730,46130,5500,41320
General Medical and Surgical Hospitals,"Precision instrument and equipment repairers, all other",NA,NA,NA,NA,170,44430,NA,NA
General Medical and Surgical Hospitals,Locksmiths and safe repairers,NA,NA,NA,NA,320,46590,230,40410
General Medical and Surgical Hospitals,"Helpers--installation, maintenance, and repair workers",NA,NA,NA,NA,660,28120,620,24310
General Medical and Surgical Hospitals,"Installation, maintenance, and repair workers, all other",NA,NA,NA,NA,410,41320,NA,NA
General Medical and Surgical Hospitals,Production occupations,NA,NA,NA,NA,22450,32510,27220,28580
General Medical and Surgical Hospitals,First-line supervisors/managers of production and operating workers,NA,NA,NA,NA,1220,52670,1430,44750
General Medical and Surgical Hospitals,Bindery workers,NA,NA,NA,NA,40,31100,NA,NA
General Medical and Surgical Hospitals,Job printers,NA,NA,NA,NA,300,36520,370,32170
General Medical and Surgical Hospitals,Prepress technicians and workers,NA,NA,NA,NA,60,35900,50,29370
General Medical and Surgical Hospitals,Printing machine operators,NA,NA,NA,NA,270,34620,260,29530
General Medical and Surgical Hospitals,Laundry and dry-cleaning workers,NA,NA,NA,NA,13160,22810,15550,19810
General Medical and Surgical Hospitals,"Pressers, textile, garment, and related materials",NA,NA,NA,NA,70,20310,250,21150
General Medical and Surgical Hospitals,Sewing machine operators,NA,NA,NA,NA,70,28330,60,25590
General Medical and Surgical Hospitals,Cabinetmakers and bench carpenters,NA,NA,NA,NA,50,40140,NA,NA
General Medical and Surgical Hospitals,Power plant operators,NA,NA,NA,NA,330,47870,350,39920
General Medical and Surgical Hospitals,Stationary engineers and boiler operators,NA,NA,NA,NA,4830,51230,6500,44840
General Medical and Surgical Hospitals,Water and liquid waste treatment plant and system operators,NA,NA,NA,NA,40,35960,NA,NA
General Medical and Surgical Hospitals,"Plant and system operators, all other",NA,NA,NA,NA,170,46460,NA,NA
General Medical and Surgical Hospitals,"Furnace, kiln, oven, drier, and kettle operators and tenders",NA,NA,NA,NA,40,35940,70,32860
General Medical and Surgical Hospitals,"Inspectors, testers, sorters, samplers, and weighers",NA,NA,NA,NA,70,44470,50,37020
General Medical and Surgical Hospitals,Medical appliance technicians,NA,NA,NA,NA,570,37100,320,33010
General Medical and Surgical Hospitals,Ophthalmic laboratory technicians,NA,NA,NA,NA,160,40870,220,36000
General Medical and Surgical Hospitals,Photographic process workers,NA,NA,NA,NA,170,29780,270,23390
General Medical and Surgical Hospitals,Photographic processing machine operators,NA,NA,NA,NA,30,26130,80,21580
General Medical and Surgical Hospitals,Helpers--production workers,NA,NA,NA,NA,60,29290,120,23840
General Medical and Surgical Hospitals,"Production workers, all other",NA,NA,NA,NA,190,29420,NA,NA
General Medical and Surgical Hospitals,Transportation and material moving occupations,NA,NA,NA,NA,15440,28160,15690,24250
General Medical and Surgical Hospitals,"First-line supervisors/managers of helpers, laborers, and material movers, hand",NA,NA,NA,NA,220,48310,230,39560
General Medical and Surgical Hospitals,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,NA,NA,NA,NA,360,51320,540,40160
General Medical and Surgical Hospitals,Commercial pilots,NA,NA,NA,NA,150,66980,100,54480
General Medical and Surgical Hospitals,"Ambulance drivers and attendants, except emergency medical technicians",NA,NA,NA,NA,3440,24290,2330,21190
General Medical and Surgical Hospitals,"Bus drivers, transit and intercity",NA,NA,NA,NA,110,28490,NA,NA
General Medical and Surgical Hospitals,"Truck drivers, heavy and tractor-trailer",NA,NA,NA,NA,150,38600,100,32090
General Medical and Surgical Hospitals,"Truck drivers, light or delivery services",NA,NA,NA,NA,1070,29720,1490,23510
General Medical and Surgical Hospitals,Taxi drivers and chauffeurs,NA,NA,NA,NA,2930,25010,2840,21530
General Medical and Surgical Hospitals,"Motor vehicle operators, all other",NA,NA,NA,NA,870,30460,NA,NA
General Medical and Surgical Hospitals,Parking lot attendants,NA,NA,NA,NA,1690,23210,1780,21000
General Medical and Surgical Hospitals,"Transportation workers, all other",NA,NA,NA,NA,110,28560,NA,NA
General Medical and Surgical Hospitals,Industrial truck and tractor operators,NA,NA,NA,NA,120,39220,40,25630
General Medical and Surgical Hospitals,"Laborers and freight, stock, and material movers, hand",NA,NA,NA,NA,3830,29560,4320,24780
General Medical and Surgical Hospitals,"Packers and packagers, hand",NA,NA,NA,NA,NA,22350,50,19500
General Medical and Surgical Hospitals,Refuse and recyclable material collectors,NA,NA,NA,NA,80,27600,80,22000
General Medical and Surgical Hospitals,"Material moving workers, all other",NA,NA,NA,NA,140,32950,NA,NA
General Medical and Surgical Hospitals,Human resources managers,NA,NA,NA,NA,NA,NA,6280,72210
General Medical and Surgical Hospitals,"Education administrators, elementary and secondary school",NA,NA,NA,NA,NA,NA,30,87090
General Medical and Surgical Hospitals,Insurance underwriters,NA,NA,NA,NA,NA,NA,100,50820
General Medical and Surgical Hospitals,Computer and mathematical occupations,NA,NA,NA,NA,NA,NA,42220,52530
General Medical and Surgical Hospitals,Mathematical technicians,NA,NA,NA,NA,NA,NA,60,35140
General Medical and Surgical Hospitals,Computer hardware engineers,NA,NA,NA,NA,NA,NA,50,70580
General Medical and Surgical Hospitals,Nuclear engineers,NA,NA,NA,NA,NA,NA,40,76590
General Medical and Surgical Hospitals,Civil engineering technicians,NA,NA,NA,NA,NA,NA,30,36880
General Medical and Surgical Hospitals,Electro-mechanical technicians,NA,NA,NA,NA,NA,NA,80,40680
General Medical and Surgical Hospitals,Industrial-organizational psychologists,NA,NA,NA,NA,NA,NA,40,66790
General Medical and Surgical Hospitals,Historians,NA,NA,NA,NA,NA,NA,50,47560
General Medical and Surgical Hospitals,"Biological science teachers, postsecondary",NA,NA,NA,NA,NA,NA,280,43360
General Medical and Surgical Hospitals,Graduate teaching assistants,NA,NA,NA,NA,NA,NA,250,31980
General Medical and Surgical Hospitals,Actors,NA,NA,NA,NA,NA,NA,30,25330
General Medical and Surgical Hospitals,"Camera operators, television, video, and motion picture",NA,NA,NA,NA,NA,NA,30,37780
General Medical and Surgical Hospitals,Film and video editors,NA,NA,NA,NA,NA,NA,40,28130
General Medical and Surgical Hospitals,Occupational health and safety specialists and technicians,NA,NA,NA,NA,NA,NA,4260,42390
General Medical and Surgical Hospitals,Fire fighters,NA,NA,NA,NA,NA,NA,40,38700
General Medical and Surgical Hospitals,Parking enforcement workers,NA,NA,NA,NA,NA,NA,40,22300
General Medical and Surgical Hospitals,"Cooks, fast food",NA,NA,NA,NA,NA,NA,40,22600
General Medical and Surgical Hospitals,"Pesticide handlers, sprayers, and applicators, vegetation",NA,NA,NA,NA,NA,NA,110,19230
General Medical and Surgical Hospitals,"Transportation attendants, except flight attendants and baggage porters",NA,NA,NA,NA,NA,NA,100,22470
General Medical and Surgical Hospitals,Loan interviewers and clerks,NA,NA,NA,NA,NA,NA,260,27200
General Medical and Surgical Hospitals,Brickmasons and blockmasons,NA,NA,NA,NA,NA,NA,30,44370
General Medical and Surgical Hospitals,Operating engineers and other construction equipment operators,NA,NA,NA,NA,NA,NA,40,26210
General Medical and Surgical Hospitals,Paperhangers,NA,NA,NA,NA,NA,NA,30,38480
General Medical and Surgical Hospitals,"Electric motor, power tool, and related repairers",NA,NA,NA,NA,NA,NA,60,34870
General Medical and Surgical Hospitals,Security and fire alarm systems installers,NA,NA,NA,NA,NA,NA,40,42030
General Medical and Surgical Hospitals,Commercial divers,NA,NA,NA,NA,NA,NA,50,29740
General Medical and Surgical Hospitals,Electrical and electronic equipment assemblers,NA,NA,NA,NA,NA,NA,60,21100
General Medical and Surgical Hospitals,"Sewers, hand",NA,NA,NA,NA,NA,NA,30,26660
General Medical and Surgical Hospitals,"Tailors, dressmakers, and custom sewers",NA,NA,NA,NA,NA,NA,40,23160
General Medical and Surgical Hospitals,"Bus drivers, school",NA,NA,NA,NA,NA,NA,260,23910
Specialty (except Psychiatric and Substance Abuse) Hospitals,Nonfarm animal caretakers,NA,NA,NA,NA,NA,NA,30,26590
